0,1,2,TOD
3.252850060719717,17.235539561163144,-99.74902813201899,0.708228372152003
42.73793193293022,26.885058098531676,-93.9061623133365,0.688209385099622
30.432483655706147,101.67996262004,-8.68313878449451,0.853075568785236
-83.87856202278465,108.70785528115128,-63.55531730987529,0.770477919191915
70.43649672580207,21.118768005944535,-8.902782031032993,0.819465294378241
85.17427170061696,85.07678715756948,-54.10140794077978,0.795603917254815
182.39081612488334,-111.37396357108229,-17.438092345664057,0.790844356631111
30.146711698866746,-34.19086561381711,-92.74849821573837,0.79273917705262
371.6938174667484,-92.58569346944105,104.29745265243247,0.849937607927801
234.35697271321547,-124.69610303146402,48.94041227729517,0.821174261430976
116.90925760017697,58.29586037753147,-26.74385614305836,0.834529330866635
-18.538020504978487,-65.28398199276103,-80.7328972237664,0.831597626239955
144.7795281618946,50.59693217926966,-97.71572594000571,0.816266354757549
220.01032450497996,-68.45724824777986,36.881574219383886,0.88108996123995
-44.289606688587284,-41.89825350993244,40.898838390685746,0.902758392125482
16.91716334727657,47.51287727232863,-85.36858167225776,0.907622942342722
86.82649610818395,108.53261283289349,-1.7415826554698826,0.86503017195948
-53.582345190148835,-19.03524170526035,113.20189093898786,0.881902489286965
-3.016364225201124,150.5028848839619,2.993615834738452,0.903464204554958
370.59914323257374,-73.50769270154244,89.93486507737072,0.939327720058725
136.60837022626538,78.48993031700252,-47.47130588125205,0.92448548728436
178.99768567248466,53.35950793968997,-100.21732168969346,0.887351482017123
-119.26398420446596,110.20023538114393,33.30649102064364,0.91996911287191
-22.584572386478396,62.91367604422703,-91.47451209836758,0.933838364986919
134.0656126303944,159.73151320312735,-26.450175240938357,0.916967103902241
91.75079433616729,49.8454403900517,24.3021971255351,0.995000979545157
-19.029563766152123,-33.89671990615517,132.4013362113366,0.94667661456001
32.26478273501609,129.24423235681056,-1.6547919666748467,0.989257049841873
138.93676860616605,101.42372952374939,9.428616487758916,0.942393705329992
79.59326404956884,-0.26641701621034747,38.049675257501896,1.0
144.30171136972285,154.1905100716891,-14.616924253932293,0.969984756266566
90.7834200896877,30.2391524649304,-28.583506310054467,0.976803852985145
138.1195435899569,-104.43919621481082,130.79647847790133,0.988429803727533
